,session_no,src,src_city,src_region,src_country,dest,Hop_No,avg_rtt,IP_Address,City,Region_Name,Country
2,71,10.0.3.194,Delhi,Delhi,IN,google,3,16,142.250.169.206,Chennai,Tamil Nadu,IN
3,71,10.0.3.194,Delhi,Delhi,IN,google,4,22,74.125.242.129,Singapore,Singapore,SG
4,71,10.0.3.194,Delhi,Delhi,IN,google,5,16,74.125.242.139,Chennai,Tamil Nadu,IN
5,71,10.0.3.194,Delhi,Delhi,IN,google,6,33,142.250.212.6,Mountain View,California,US
6,71,10.0.3.194,Delhi,Delhi,IN,google,7,33,108.170.248.209,Mumbai,Maharashtra,IN
7,71,10.0.3.194,Delhi,Delhi,IN,google,8,32,142.251.64.15,Mumbai,Maharashtra,IN
8,71,10.0.3.194,Delhi,Delhi,IN,google,9,33,142.250.183.164,Mumbai,Maharashtra,IN
0,72,10.0.3.194,Delhi,Delhi,IN,google,1,10,122.184.69.97,Delhi,Delhi,IN
1,72,10.0.3.194,Delhi,Delhi,IN,google,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,72,10.0.3.194,Delhi,Delhi,IN,google,3,15,142.250.169.206,Chennai,Tamil Nadu,IN
3,72,10.0.3.194,Delhi,Delhi,IN,google,4,17,74.125.242.129,Singapore,Singapore,SG
4,72,10.0.3.194,Delhi,Delhi,IN,google,5,16,74.125.242.139,Chennai,Tamil Nadu,IN
5,72,10.0.3.194,Delhi,Delhi,IN,google,6,33,142.250.212.6,Mountain View,California,US
6,72,10.0.3.194,Delhi,Delhi,IN,google,7,34,108.170.248.209,Mumbai,Maharashtra,IN
7,72,10.0.3.194,Delhi,Delhi,IN,google,8,32,142.251.64.15,Mumbai,Maharashtra,IN
8,72,10.0.3.194,Delhi,Delhi,IN,google,9,33,142.250.183.164,Mumbai,Maharashtra,IN
0,73,10.0.3.194,Delhi,Delhi,IN,google,1,10,122.184.69.97,Delhi,Delhi,IN
1,73,10.0.3.194,Delhi,Delhi,IN,google,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,73,10.0.3.194,Delhi,Delhi,IN,google,3,16,142.250.169.206,Chennai,Tamil Nadu,IN
3,73,10.0.3.194,Delhi,Delhi,IN,google,4,16,74.125.242.129,Singapore,Singapore,SG
4,73,10.0.3.194,Delhi,Delhi,IN,google,5,15,74.125.242.139,Chennai,Tamil Nadu,IN
5,73,10.0.3.194,Delhi,Delhi,IN,google,6,33,142.250.212.6,Mountain View,California,US
6,73,10.0.3.194,Delhi,Delhi,IN,google,7,34,108.170.248.209,Mumbai,Maharashtra,IN
7,73,10.0.3.194,Delhi,Delhi,IN,google,8,36,142.251.64.15,Mumbai,Maharashtra,IN
8,73,10.0.3.194,Delhi,Delhi,IN,google,9,33,142.250.183.164,Mumbai,Maharashtra,IN
0,74,10.0.3.194,Delhi,Delhi,IN,google,1,10,122.184.69.97,Delhi,Delhi,IN
1,74,10.0.3.194,Delhi,Delhi,IN,google,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,74,10.0.3.194,Delhi,Delhi,IN,google,3,15,116.119.94.24,Rānipet,Tamil Nadu,IN
3,74,10.0.3.194,Delhi,Delhi,IN,google,4,17,72.14.205.196,Chennai,Tamil Nadu,IN
4,74,10.0.3.194,Delhi,Delhi,IN,google,5,19,142.251.227.211,Chennai,Tamil Nadu,IN
5,74,10.0.3.194,Delhi,Delhi,IN,google,6,15,142.251.55.239,Chennai,Tamil Nadu,IN
6,74,10.0.3.194,Delhi,Delhi,IN,google,7,15,142.250.182.36,Chennai,Tamil Nadu,IN
0,24,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,24,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,24,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.57.142,Gurgaon,Haryana,IN
3,24,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,24,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.4.93,Singapore,Singapore,SG
5,24,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,129.250.2.240,Singapore,Singapore,SG
6,24,10.0.3.194,Delhi,Delhi,IN,twitter,7,49,116.51.26.110,Singapore,Singapore,SG
7,24,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.1,San Francisco,California,US
0,25,10.0.3.194,Delhi,Delhi,IN,twitter,1,11,122.184.69.97,Delhi,Delhi,IN
1,25,10.0.3.194,Delhi,Delhi,IN,twitter,2,10,116.119.72.96,Gurgaon,Haryana,IN
2,25,10.0.3.194,Delhi,Delhi,IN,twitter,3,50,116.119.81.149,Delhi,Delhi,IN
3,25,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,25,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.4.93,Singapore,Singapore,SG
5,25,10.0.3.194,Delhi,Delhi,IN,twitter,6,50,129.250.2.240,Singapore,Singapore,SG
6,25,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,25,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,26,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,26,10.0.3.194,Delhi,Delhi,IN,twitter,2,53,116.119.72.96,Gurgaon,Haryana,IN
2,26,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,26,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,26,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.4.93,Singapore,Singapore,SG
5,26,10.0.3.194,Delhi,Delhi,IN,twitter,6,47,129.250.2.240,Singapore,Singapore,SG
6,26,10.0.3.194,Delhi,Delhi,IN,twitter,7,45,116.51.26.110,Singapore,Singapore,SG
7,26,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,27,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,27,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,27,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,27,10.0.3.194,Delhi,Delhi,IN,twitter,4,46,116.51.31.53,Singapore,Singapore,SG
4,27,10.0.3.194,Delhi,Delhi,IN,twitter,5,108,129.250.2.240,Singapore,Singapore,SG
5,27,10.0.3.194,Delhi,Delhi,IN,twitter,6,48,116.51.26.110,Singapore,Singapore,SG
6,27,10.0.3.194,Delhi,Delhi,IN,twitter,7,45,104.244.42.193,San Francisco,California,US
0,28,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,28,10.0.3.194,Delhi,Delhi,IN,twitter,2,22,116.119.72.96,Gurgaon,Haryana,IN
2,28,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,28,10.0.3.194,Delhi,Delhi,IN,twitter,4,46,116.51.31.53,Singapore,Singapore,SG
4,28,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.2.240,Singapore,Singapore,SG
5,28,10.0.3.194,Delhi,Delhi,IN,twitter,6,45,116.51.26.110,Singapore,Singapore,SG
6,28,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
0,29,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,29,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,29,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,29,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,29,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.4.93,Singapore,Singapore,SG
5,29,10.0.3.194,Delhi,Delhi,IN,twitter,6,48,129.250.2.240,Singapore,Singapore,SG
6,29,10.0.3.194,Delhi,Delhi,IN,twitter,7,47,116.51.26.110,Singapore,Singapore,SG
7,29,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,30,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,30,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,30,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,30,10.0.3.194,Delhi,Delhi,IN,twitter,4,46,116.51.31.53,Singapore,Singapore,SG
4,30,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.4.93,Singapore,Singapore,SG
5,30,10.0.3.194,Delhi,Delhi,IN,twitter,6,47,129.250.2.240,Singapore,Singapore,SG
6,30,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,30,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,31,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,31,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,31,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,31,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,31,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.2.240,Singapore,Singapore,SG
5,31,10.0.3.194,Delhi,Delhi,IN,twitter,6,48,116.51.26.110,Singapore,Singapore,SG
6,31,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
0,32,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,32,10.0.3.194,Delhi,Delhi,IN,twitter,2,14,116.119.72.96,Gurgaon,Haryana,IN
2,32,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,32,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,32,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.4.93,Singapore,Singapore,SG
5,32,10.0.3.194,Delhi,Delhi,IN,twitter,6,47,129.250.2.240,Singapore,Singapore,SG
6,32,10.0.3.194,Delhi,Delhi,IN,twitter,7,48,116.51.26.110,Singapore,Singapore,SG
7,32,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,33,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,33,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,33,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,33,10.0.3.194,Delhi,Delhi,IN,twitter,4,48,116.51.31.53,Singapore,Singapore,SG
4,33,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.2.240,Singapore,Singapore,SG
5,33,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,116.51.26.110,Singapore,Singapore,SG
6,33,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
0,34,10.0.3.194,Delhi,Delhi,IN,twitter,1,11,122.184.69.97,Delhi,Delhi,IN
1,34,10.0.3.194,Delhi,Delhi,IN,twitter,2,12,116.119.72.96,Gurgaon,Haryana,IN
2,34,10.0.3.194,Delhi,Delhi,IN,twitter,3,48,116.119.81.149,Delhi,Delhi,IN
3,34,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,34,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.4.93,Singapore,Singapore,SG
5,34,10.0.3.194,Delhi,Delhi,IN,twitter,6,47,129.250.2.240,Singapore,Singapore,SG
6,34,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,34,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,35,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,35,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,35,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,35,10.0.3.194,Delhi,Delhi,IN,twitter,4,46,116.51.31.53,Singapore,Singapore,SG
4,35,10.0.3.194,Delhi,Delhi,IN,twitter,5,49,129.250.2.240,Singapore,Singapore,SG
5,35,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,116.51.26.110,Singapore,Singapore,SG
6,35,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
0,36,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,36,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,36,10.0.3.194,Delhi,Delhi,IN,twitter,3,51,116.119.81.149,Delhi,Delhi,IN
3,36,10.0.3.194,Delhi,Delhi,IN,twitter,4,48,116.51.31.53,Singapore,Singapore,SG
4,36,10.0.3.194,Delhi,Delhi,IN,twitter,5,49,129.250.4.93,Singapore,Singapore,SG
5,36,10.0.3.194,Delhi,Delhi,IN,twitter,6,47,129.250.2.240,Singapore,Singapore,SG
6,36,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,36,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,37,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,37,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,37,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,37,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,37,10.0.3.194,Delhi,Delhi,IN,twitter,5,51,129.250.4.93,Singapore,Singapore,SG
5,37,10.0.3.194,Delhi,Delhi,IN,twitter,6,57,129.250.2.240,Singapore,Singapore,SG
6,37,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,37,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,38,10.0.3.194,Delhi,Delhi,IN,twitter,1,9,122.184.69.97,Delhi,Delhi,IN
1,38,10.0.3.194,Delhi,Delhi,IN,twitter,2,10,116.119.72.96,Gurgaon,Haryana,IN
2,38,10.0.3.194,Delhi,Delhi,IN,twitter,3,48,116.119.81.149,Delhi,Delhi,IN
3,38,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,38,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.2.240,Singapore,Singapore,SG
5,38,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,116.51.26.110,Singapore,Singapore,SG
6,38,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
0,39,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,39,10.0.3.194,Delhi,Delhi,IN,twitter,2,28,116.119.72.96,Gurgaon,Haryana,IN
2,39,10.0.3.194,Delhi,Delhi,IN,twitter,3,47,116.119.81.149,Delhi,Delhi,IN
3,39,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,39,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.4.93,Singapore,Singapore,SG
5,39,10.0.3.194,Delhi,Delhi,IN,twitter,6,47,129.250.2.240,Singapore,Singapore,SG
6,39,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,39,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,40,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,40,10.0.3.194,Delhi,Delhi,IN,twitter,2,17,116.119.72.96,Gurgaon,Haryana,IN
2,40,10.0.3.194,Delhi,Delhi,IN,twitter,3,47,116.119.81.149,Delhi,Delhi,IN
3,40,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,40,10.0.3.194,Delhi,Delhi,IN,twitter,5,50,129.250.2.240,Singapore,Singapore,SG
5,40,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,116.51.26.110,Singapore,Singapore,SG
6,40,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
7,40,10.0.3.194,Delhi,Delhi,IN,twitter,8,572,104.244.42.193,San Francisco,California,US
0,41,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,41,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,41,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,41,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,41,10.0.3.194,Delhi,Delhi,IN,twitter,5,52,129.250.2.240,Singapore,Singapore,SG
5,41,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,116.51.26.110,Singapore,Singapore,SG
6,41,10.0.3.194,Delhi,Delhi,IN,twitter,7,45,104.244.42.193,San Francisco,California,US
0,42,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,42,10.0.3.194,Delhi,Delhi,IN,twitter,2,10,116.119.72.96,Gurgaon,Haryana,IN
2,42,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,42,10.0.3.194,Delhi,Delhi,IN,twitter,4,50,116.51.31.53,Singapore,Singapore,SG
4,42,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.2.240,Singapore,Singapore,SG
5,42,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,116.51.26.110,Singapore,Singapore,SG
6,42,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
0,43,10.0.3.194,Delhi,Delhi,IN,twitter,1,11,122.184.69.97,Delhi,Delhi,IN
1,43,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,43,10.0.3.194,Delhi,Delhi,IN,twitter,3,47,116.119.81.149,Delhi,Delhi,IN
3,43,10.0.3.194,Delhi,Delhi,IN,twitter,4,49,116.51.31.53,Singapore,Singapore,SG
4,43,10.0.3.194,Delhi,Delhi,IN,twitter,5,48,129.250.4.93,Singapore,Singapore,SG
5,43,10.0.3.194,Delhi,Delhi,IN,twitter,6,49,129.250.2.240,Singapore,Singapore,SG
6,43,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,43,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,44,10.0.3.194,Delhi,Delhi,IN,twitter,1,9,122.184.69.97,Delhi,Delhi,IN
1,44,10.0.3.194,Delhi,Delhi,IN,twitter,2,10,116.119.72.96,Gurgaon,Haryana,IN
2,44,10.0.3.194,Delhi,Delhi,IN,twitter,3,49,116.119.81.149,Delhi,Delhi,IN
3,44,10.0.3.194,Delhi,Delhi,IN,twitter,4,46,116.51.31.53,Singapore,Singapore,SG
4,44,10.0.3.194,Delhi,Delhi,IN,twitter,5,50,129.250.4.93,Singapore,Singapore,SG
5,44,10.0.3.194,Delhi,Delhi,IN,twitter,6,48,129.250.2.240,Singapore,Singapore,SG
6,44,10.0.3.194,Delhi,Delhi,IN,twitter,7,48,116.51.26.110,Singapore,Singapore,SG
7,44,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,45,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,45,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,45,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,45,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,45,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.4.93,Singapore,Singapore,SG
5,45,10.0.3.194,Delhi,Delhi,IN,twitter,6,49,129.250.2.240,Singapore,Singapore,SG
6,45,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,45,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,46,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,46,10.0.3.194,Delhi,Delhi,IN,twitter,2,14,116.119.72.96,Gurgaon,Haryana,IN
2,46,10.0.3.194,Delhi,Delhi,IN,twitter,3,48,116.119.81.149,Delhi,Delhi,IN
3,46,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,46,10.0.3.194,Delhi,Delhi,IN,twitter,5,52,129.250.2.240,Singapore,Singapore,SG
5,46,10.0.3.194,Delhi,Delhi,IN,twitter,6,49,116.51.26.110,Singapore,Singapore,SG
6,46,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,104.244.42.193,San Francisco,California,US
0,47,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,47,10.0.3.194,Delhi,Delhi,IN,twitter,2,22,116.119.72.96,Gurgaon,Haryana,IN
2,47,10.0.3.194,Delhi,Delhi,IN,twitter,3,46,116.119.81.149,Delhi,Delhi,IN
3,47,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,47,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.4.93,Singapore,Singapore,SG
5,47,10.0.3.194,Delhi,Delhi,IN,twitter,6,46,129.250.2.240,Singapore,Singapore,SG
6,47,10.0.3.194,Delhi,Delhi,IN,twitter,7,50,116.51.26.110,Singapore,Singapore,SG
7,47,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,48,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,48,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,48,10.0.3.194,Delhi,Delhi,IN,twitter,3,48,116.119.81.149,Delhi,Delhi,IN
3,48,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,48,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.4.93,Singapore,Singapore,SG
5,48,10.0.3.194,Delhi,Delhi,IN,twitter,6,50,129.250.2.240,Singapore,Singapore,SG
6,48,10.0.3.194,Delhi,Delhi,IN,twitter,7,47,116.51.26.110,Singapore,Singapore,SG
7,48,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,49,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,49,10.0.3.194,Delhi,Delhi,IN,twitter,2,11,116.119.72.96,Gurgaon,Haryana,IN
2,49,10.0.3.194,Delhi,Delhi,IN,twitter,3,49,116.119.81.149,Delhi,Delhi,IN
3,49,10.0.3.194,Delhi,Delhi,IN,twitter,4,46,116.51.31.53,Singapore,Singapore,SG
4,49,10.0.3.194,Delhi,Delhi,IN,twitter,5,58,129.250.4.93,Singapore,Singapore,SG
5,49,10.0.3.194,Delhi,Delhi,IN,twitter,6,48,129.250.2.240,Singapore,Singapore,SG
6,49,10.0.3.194,Delhi,Delhi,IN,twitter,7,54,116.51.26.110,Singapore,Singapore,SG
7,49,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,50,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,50,10.0.3.194,Delhi,Delhi,IN,twitter,2,11,116.119.72.96,Gurgaon,Haryana,IN
2,50,10.0.3.194,Delhi,Delhi,IN,twitter,3,50,116.119.81.149,Delhi,Delhi,IN
3,50,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,50,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.4.93,Singapore,Singapore,SG
5,50,10.0.3.194,Delhi,Delhi,IN,twitter,6,49,129.250.2.240,Singapore,Singapore,SG
6,50,10.0.3.194,Delhi,Delhi,IN,twitter,7,46,116.51.26.110,Singapore,Singapore,SG
7,50,10.0.3.194,Delhi,Delhi,IN,twitter,8,46,104.244.42.193,San Francisco,California,US
0,51,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,51,10.0.3.194,Delhi,Delhi,IN,twitter,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,51,10.0.3.194,Delhi,Delhi,IN,twitter,3,53,116.119.81.149,Delhi,Delhi,IN
3,51,10.0.3.194,Delhi,Delhi,IN,twitter,4,48,116.51.31.53,Singapore,Singapore,SG
4,51,10.0.3.194,Delhi,Delhi,IN,twitter,5,46,129.250.4.93,Singapore,Singapore,SG
5,51,10.0.3.194,Delhi,Delhi,IN,twitter,6,52,129.250.2.240,Singapore,Singapore,SG
6,51,10.0.3.194,Delhi,Delhi,IN,twitter,7,51,116.51.26.110,Singapore,Singapore,SG
7,51,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.193,San Francisco,California,US
0,52,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,52,10.0.3.194,Delhi,Delhi,IN,twitter,2,10,116.119.72.96,Gurgaon,Haryana,IN
2,52,10.0.3.194,Delhi,Delhi,IN,twitter,3,47,116.119.57.142,Gurgaon,Haryana,IN
3,52,10.0.3.194,Delhi,Delhi,IN,twitter,4,47,116.51.31.53,Singapore,Singapore,SG
4,52,10.0.3.194,Delhi,Delhi,IN,twitter,5,47,129.250.4.93,Singapore,Singapore,SG
5,52,10.0.3.194,Delhi,Delhi,IN,twitter,6,47,129.250.2.240,Singapore,Singapore,SG
6,52,10.0.3.194,Delhi,Delhi,IN,twitter,7,57,116.51.26.110,Singapore,Singapore,SG
7,52,10.0.3.194,Delhi,Delhi,IN,twitter,8,45,104.244.42.1,San Francisco,California,US
0,53,10.0.3.194,Delhi,Delhi,IN,twitter,1,10,122.184.69.97,Delhi,Delhi,IN
1,53,10.0.3.194,Delhi,Delhi,IN,twitter,2,10,116.119.72.96,Gurgaon,Haryana,IN
2,53,10.0.3.194,Delhi,Delhi,IN,twitter,3,56,116.119.57.142,Gurgaon,Haryana,IN
